PM2.5,PM10,SO2,NO2,O3,TEMP,PRES,DEWP,RAIN,WSPM,CO
91,116,18,36,80,17,1006.4,10.4,0,1,900
94,117,18,46,60,16.4,1006.7,10.5,0,1.5,900
97,118,17,52,47,16,1007,10.5,0,1.4,900
104,117,15,56,37,16.6,1007.4,11.1,0,1.1,900
112,135,13,64,27,17.3,1007.7,11.8,0,1.5,900
137,157,18,74,20,18.3,1007.9,12.1,0,2,1000
153,177,24,64,34,19.6,1007.6,12.6,0,1.7,1000
167,196,28,68,42,21.3,1007.1,12.7,0,2.5,1000
178,220,36,61,63,22.2,1006.2,12.7,0,2.6,1000
185,190,46,55,91,22.7,1005.6,12.6,0,2.5,1100
160,165,36,34,121,24.2,1004.6,12.8,0,2.9,1100
160,165,38,28,139,24.9,1003.7,11.8,0,3.2,1200
159,140,42,28,166,23.9,1003.3,10.6,0,2.9,1100
147,112,44,32,181,24,1002.9,11.3,0,2.7,1100
149,164,45,39,164,23.5,1003.5,11.2,0,2.5,1100
149,164,45,39,164,23.3,1005.2,12.3,0,3.9,1100
106,133,24,39,143,20.9,1005.5,15.4,0.2,0.7,800
106,133,24,39,143,21.4,1007,12.5,0,1.7,800
94,152,16,39,124,20.8,1006.8,11.4,0,2.4,800
70,95,12,43,111,19.9,1007.5,10.9,0,2.2,700
79,95,11,54,99,19.1,1008.2,10.6,0,3.4,800
80,92,11,54,93,18.2,1008.4,10.3,0,2.4,800
87,90,10,40,99,17.7,1008.6,10.3,0,2.8,700
82,87,11,35,101,17,1008.7,10.4,0,1.6,700
66,76,11,34,98,17,1008.6,10.6,0,1.8,700
67,80,10,38,89,17.1,1008.8,10.5,0,2,800
71,83,10,47,76,16.5,1009.2,10.6,0,1.2,800
76,81,12,42,79,16.9,1010.3,11,0,1.2,800
79,94,14,42,79,17.7,1010.5,10.3,0,1.8,800
106,112,16,51,68,18.2,1011,10.8,0,1.2,900
93,101,20,64,54,18.2,1011.6,10.3,0,2,1000
115,119,26,66,50,19.9,1011.6,10.9,0,1.3,900
119,119,28,70,50,20.3,1011.3,11.8,0,0.8,900
132,152,38,66,55,22.2,1010.8,12.4,0,3.3,900
132,143,36,57,79,23.8,1009.8,12.7,0,2.8,900
139,156,38,40,108,24.1,1009,12.1,0,2.8,900
149,161,39,32,134,24.8,1008.4,11.4,0,2.6,1000
124,131,35,26,157,24.5,1008.5,11.4,0,3.2,900
114,115,31,26,170,24.2,1008.8,11.2,0,2.5,800
117,97,27,30,172,23,1009.8,11.4,0,1,800
96,97,22,36,168,22,1010.3,11.4,0,1.3,800
88,98,20,46,157,18.8,1011.2,11.8,0,1.2,900
113,122,17,63,129,18.3,1011.7,12.3,0,1.3,1000
101,120,15,70,112,18.7,1012,11,0,1.4,1100
100,113,14,110,64,18.3,1012,10.4,0,0.7,1300
132,144,13,134,31,18.6,1011.8,9.9,0,1.3,1300
135,140,15,138,22,17.3,1011.6,9.7,0,1.5,1300
116,121,23,120,37,15.4,1011.5,9.7,0,0.8,1300
138,150,26,126,27,15.9,1011.8,9.3,0,0.8,1300
122,140,26,149,8,15.8,1012.2,9.2,0,1.4,1400
126,140,27,124,2,13.9,1012.9,10.1,0,0.9,1800
130,131,24,124,2,15.7,1013,10.2,0,1,1600
121,123,18,116,2,17.7,1013.4,9.6,0,1.6,1300
118,129,17,104,3,19.5,1013.5,10.2,0,1.1,1400
139,178,33,118,4,20.7,1013.8,10.5,0,1.6,1800
167,206,48,115,22,22.1,1013.6,10.6,0,1.1,1800
175,222,53,116,40,24,1012.9,10.6,0,2.1,1600
188,240,51,126,54,24.6,1012.1,9.7,0,1.8,1700
192,218,50,125,89,25.9,1011.5,7,0,2.5,1700
177,177,49,95,151,26.1,1010.7,7.6,0,3,1300
133,133,44,38,222,25.6,1010.4,6.2,0,2,800
92,88,30,20,217,24.5,1010.3,5.8,0,2.6,600
86,88,25,22,214,22.2,1010.7,5.2,0,3.8,500
78,86,22,30,193,19.6,1011.6,6.7,1.3,3.4,600
97,214,13,41,104,19.1,1012.5,5.9,0,5,500
88,241,11,40,79,17.7,1013.4,6.8,0,5.1,400
90,279,7,28,79,14.7,1014.9,9.7,0.2,3.2,400
90,338,5,20,82,13,1015,10.5,3.3,4.5,400
89,279,3,18,82,12.6,1015.3,10.7,4,2.4,400
64,147,2,17,62,12.4,1015.5,11.3,2.4,2.2,400
27,20,2,14,59,12,1015.3,10.2,0.8,2.6,400
8,20,2,17,51,11.3,1015.2,9.7,1.4,2.5,400
27,30,2,24,35,11.3,1015.4,9.2,1.3,2.6,400
22,24,2,16,56,10.9,1015.9,8.3,0.3,1.2,300
7,24,2,19,49,11.2,1016.3,7.5,0,1.2,300
20,15,2,10,58,11.4,1017.2,7.3,0,1.7,300
7,15,2,12,60,12,1017.4,7.3,0,1.1,300
26,32,2,21,53,15.2,1017.7,7.2,0,2.2,300
31,73,2,31,39,16.9,1017.5,4.2,0,2.3,300
36,68,4,31,37,17.9,1017,1,0,2.6,400
37,128,6,22,50,19.4,1016.5,0.4,0,2.7,300
42,98,4,18,62,20.2,1016.4,0.6,0,1.3,200
36,113,2,9,80,20.6,1015.9,1.4,0,3.3,100
20,107,2,8,90,21.9,1015,1,0,1,100
31,88,3,9,94,20.6,1014.5,7.2,0,3.7,200
44,112,3,12,98,19.9,1014.5,8.6,0,2.4,200
44,268,4,19,97,19,1014.8,8,0,2.1,200
50,152,5,27,95,17.7,1015.3,8.5,0,1.6,300
51,118,5,32,82,16.3,1015.8,8.3,0,1.5,300
47,92,4,38,73,15.6,1016.6,8.1,0,1.4,300
41,140,3,57,38,15.2,1017.2,8.7,0,1.4,500
45,93,3,62,24,13.4,1017.2,9.1,0,0.7,500
41,94,2,56,28,12.5,1017.4,9.9,0,1,500
36,56,2,60,37,11.8,1017.1,10,0,0.7,600
37,69,2,72,17,11.2,1016.8,9.9,0,0.4,700
50,72,2,81,2,10.9,1016.4,10,0,1.5,800
54,77,2,77,2,11.2,1016.2,9.8,0,1,900
56,79,2,77,2,11.7,1016.2,9.8,0,1.2,1000
63,95,3,80,2,11.8,1016.6,8.6,0,1.9,1000
66,82,2,67,2,12.3,1016.9,8.4,0,1.4,800
52,57,2,54,4,14.8,1017.2,7.8,0,1,700
50,63,3,50,14,17.9,1017.4,5.5,0,3.2,600
44,49,6,34,39,20.1,1017.5,1,0,4.4,500
30,69,5,26,55,21.2,1017.3,-0.8,0,4.1,300
22,22,3,15,78,22.6,1016.6,-0.9,0,3.4,200
14,14,2,13,91,23.3,1015.8,-0.3,0,3,100
28,45,2,13,121,22.6,1015.2,-2.9,0,2.2,200
46,64,3,14,149,23.7,1014.2,-2.8,0,2.7,200
35,38,2,13,150,23.6,1013.7,-1.4,0,2.7,200
28,40,2,13,150,22.8,1013.8,3.3,0,2.7,200
49,135,4,21,146,21.9,1014.2,4.4,0,1.8,200
55,129,15,34,122,20.5,1014.9,3.7,0,2.1,500
46,78,13,33,117,19.6,1015.5,4.5,0,2.3,500
50,95,11,49,90,19.2,1016.4,7.9,0,1.9,700
79,181,16,73,60,18.5,1016.9,8.2,0,1.9,1300
110,181,24,67,68,16.4,1017.8,6.5,0,2,1900
101,148,17,62,54,15.7,1017.9,5.6,0,2.2,1300
45,45,13,38,64,14.8,1017.9,5.6,0,0.7,600
37,59,11,35,61,13.2,1017.7,6.5,0,1,500
35,50,10,47,45,12.2,1017.5,7.3,0,0.9,600
34,54,8,40,54,11.4,1017.5,8.3,0,1,600
47,102,7,NA,2,10.9,1017.3,7.6,0,0.4,800
63,146,8,86,2,10.6,1017.6,8.5,0,0.5,1200
72,114,7,83,2,13.8,1017.8,7.6,0,2,1200
74,124,8,78,2,15.1,1017.7,7.9,0,1.8,1200
79,131,14,66,13,17.4,1017.5,8.5,0,1.8,1000
97,178,18,71,21,19.8,1017,8.8,0,1.5,1100
120,187,20,62,51,21.8,1016.4,6.5,0,1.1,1000
87,109,20,34,102,23.1,1015.6,2,0,1.9,800
NA,NA,12,22,120,23.9,1014.6,0.9,0,3.4,300
18,95,6,16,134,24.9,1013.6,0.4,0,1.7,400
38,56,5,17,143,25.3,1012.4,1.4,0,2.5,400
41,62,5,20,151,25.8,1011.5,0.4,0,1.5,400
NA,202,4,20,164,25.1,1011,1.2,0,1.9,400
23,85,5,30,163,23.5,1010.7,1.7,0,2.5,400
59,123,7,43,175,22.1,1011,2.7,0,2,500
68,124,7,55,160,21.6,1011.4,2.3,0,2.3,600
64,126,7,54,146,20.9,1011.9,4,0,2.4,700
73,123,7,68,119,20,1012.1,4.9,0,1.8,900
72,134,8,74,99,19.6,1012,4.5,0,2,900
67,122,8,69,89,18.5,1012,4.6,0,1.1,900
64,124,12,65,86,16.2,1011.9,6.9,0,1,900
77,144,11,96,43,14,1011.8,8,0,1.2,1000
81,152,10,104,25,13.5,1011.7,7,0,1.5,1000
85,173,8,112,9,12.1,1011.4,7,0,1.1,1000
94,214,8,117,2,11.7,1011.4,6.2,0,1.5,1100
86,200,10,104,2,11.3,1011.6,6.2,0,0.7,1100
81,164,11,90,2,14.2,1011.7,5,0,1.3,1300
77,150,17,82,3,16,1011.9,5,0,2,1300
81,180,32,90,7,18.1,1011.9,3.9,0,1.7,1400
91,199,39,99,13,19.7,1011.3,3.8,0,2.5,1400
89,163,39,77,47,21.1,1010.7,5.8,0,1.7,1200
97,164,38,70,77,23,1009.5,5.4,0,1.4,1200
105,174,38,85,95,24.6,1008.3,5.4,0,1.6,1200
115,170,27,81,134,25.9,1007.2,3.8,0,3.2,1100
102,149,18,60,169,26.5,1006.2,2.4,0,2.4,900
75,128,12,40,195,26.8,1005.4,3.9,0,2.3,700
76,113,11,35,211,26.1,1005,4.5,0,2,600
77,106,11,33,207,25.1,1005,5.3,0,3,700
108,128,16,42,189,23.7,1005.4,4.6,0,1.7,800
76,128,19,43,186,22.7,1005.9,7.3,0,3.1,900
77,142,23,54,164,22,1006.4,7.8,0,2.5,1100
100,167,36,62,134,21.4,1006.5,7.6,0,1.5,1300
94,155,42,61,105,20.9,1006.5,7.8,0,2.7,1400
92,152,38,56,107,20.1,1006.6,7.8,0,2.7,1500
87,144,31,52,105,19.6,1006.4,8,0,2.5,1300
83,134,31,48,107,18.9,1005.9,8.2,0,2,1100
85,127,29,43,107,17.6,1005.6,8.4,0,1,900
86,127,24,47,89,15,1005.4,8.9,0,1.2,900
90,134,26,54,70,13.8,1005.5,9.2,0,0.6,1000
102,142,26,69,47,13.3,1005.9,9.9,0,0.8,1100
105,145,22,76,32,15.8,1006.3,10.5,0,0.6,1100
106,152,25,84,24,18.6,1006.7,10.7,0,0.7,1200
116,181,31,96,23,20.3,1006.5,10.4,0,1.4,1300
129,226,30,130,17,21.8,1006.5,10.6,0,1.5,1600
143,275,27,159,16,23.8,1006,10.8,0,3.3,1700
145,230,32,125,72,25.3,1005.1,10.7,0,2.2,1400
133,182,38,53,164,26.9,1004.3,9.3,0,3.3,1100
104,152,35,28,216,27.3,1003.6,9.2,0,3.3,900
94,135,28,26,221,27.6,1003,9.4,0,4,700
89,138,25,31,216,27.5,1002.3,8.4,0,2.1,700
78,133,21,29,219,27.5,1002,7.4,0,2.8,700
70,123,18,33,211,26.3,1002.1,8.7,0,2.2,700
87,138,18,42,199,24.9,1002.4,8.8,0,3.3,700
77,136,18,42,192,23.4,1003,9,0,1.8,700
80,140,18,51,167,23.1,1003.6,9.5,0,2.4,900
83,140,16,60,142,22.7,1003.6,9.8,0,3.6,900
82,139,15,58,139,22.3,1003.8,11.1,0,2.4,1000
78,147,16,53,138,21.9,1003.7,11.3,0,1.5,1000
93,156,17,49,129,20.5,1003.9,11.9,0,1.9,1000
98,164,15,60,108,20,1003.4,12.5,0,2.6,1100
105,166,19,57,98,20.1,1003.5,13.3,0,3.2,1000
106,165,20,43,106,19.4,1003.3,13.6,0,1.1,700
112,159,19,NA,68,17.7,1003.6,13.4,0,0.7,700
123,162,18,37,93,16.8,1004.3,13.5,0,1,800
126,165,14,41,75,18.7,1004.6,14,0,1.6,900
138,178,16,59,52,19.6,1004.9,14,0,1.6,1000
152,207,23,68,46,21.1,1004.3,14.5,0,1,1000
160,213,32,65,58,23.2,1004.6,15,0,1.9,1100
163,229,38,58,99,24.1,1004,15.3,0,2.2,1000
152,202,36,44,137,25.3,1003,15,0,3.1,800
145,200,38,29,175,26,1001.8,15.4,0,2.4,700
151,210,36,25,191,26.6,1001.1,14.7,0,2.5,900
152,187,37,23,209,26.5,1000.7,13.6,0,2.9,800
128,171,33,23,215,26.8,1000,12.8,0,4.3,800
139,195,38,27,220,25.9,1001.3,14.4,0,2.8,1000
130,209,33,27,222,20.5,1002.8,6.1,1.4,7.3,900
92,224,16,27,123,20.4,1003.2,-0.3,3.5,4.1,500
68,242,3,29,65,18.1,1005.2,3.5,0,4.6,500
69,444,5,21,77,16.9,1006.7,2.8,0,5.9,400
49,165,2,17,78,13.6,1007.6,6,0.1,4.3,300
31,149,2,16,77,14.6,1008.2,1.8,0,5.2,300
37,77,2,19,65,14.6,1008.5,0.4,0,6.2,400
35,54,3,17,69,13.8,1007.9,0.8,0,3.6,300
35,47,3,18,67,13.5,1008.2,-0.2,0,3.8,300
31,48,3,18,66,12.9,1008.2,-0.4,0,3.3,300
25,36,4,20,65,12.8,1008.7,-0.5,0,3.5,300
53,53,4,19,67,13.3,1009.3,-1.9,0,7.4,300
29,32,4,19,68,13.1,1010.3,-2.8,0,6.8,200
28,36,2,13,94,13.5,1010.9,-4.2,0,6.2,100
20,45,2,11,103,13.7,1012.3,-7.7,0,9.5,100
17,88,2,14,92,14.9,1013.1,-9.3,0,6,100
33,80,2,11,91,16.6,1013.6,-8.6,0,2.6,100
23,64,2,10,98,18.6,1013.6,-8.6,0,2.7,100
21,64,2,15,100,20.1,1012.8,-6.5,0,3.7,100
17,35,2,16,105,21,1012,-6.7,0,2.7,100
17,32,2,15,109,22.1,1011,-6.7,0,2.5,100
28,30,2,14,112,21.1,1011.1,-5.7,0,5.1,100
18,26,2,16,112,21.3,1010.9,-1.9,0,2.9,100
25,56,2,20,101,19.9,1012.2,-0.7,0,5.2,100
136,136,2,20,100,15.9,1012.8,4,0.1,1.9,100
16,74,2,21,95,16.7,1013.4,1.9,0.1,2.4,100
12,29,2,24,89,15.5,1014,2.3,0,1.4,200
15,27,2,31,78,13.5,1014.2,4.1,0,0.8,200
12,25,2,33,71,12,1014,5.6,0,0.7,200
20,37,2,65,35,11.3,1013.8,5.2,0,1.1,300
21,53,2,90,8,10.6,1013.6,5.8,0,0.5,500
32,89,2,99,2,9.7,1013,5.5,0,0.7,800
32,53,3,100,2,9.5,1012.3,5.5,0,0.1,800
29,50,2,91,6,8.9,1011.5,5.6,0,0.3,400
31,75,3,91,2,8.3,1011,5.6,0,0.6,500
33,81,3,86,2,8.4,1010.6,5.3,0,1.1,400
27,85,3,86,2,8.5,1010.4,5.4,0,0.8,500
47,143,4,82,2,11.7,1009.9,5.8,0,1.2,800
66,180,6,82,2,14.3,1009.4,5.9,0,0.6,1100
74,207,8,92,2,17.1,1008.1,1.9,0,2.7,1100
86,181,13,96,7,19.9,1006.8,2.7,0,1.7,900
60,114,21,55,49,21.7,1005.4,2.4,0,4.4,500
62,116,23,45,75,23.3,1003.5,-0.9,0,5.8,400
56,107,23,32,104,23,1002.7,-2.6,0,5.8,300
53,132,15,25,120,21,1004.5,1.3,0,2.6,200
46,186,12,24,120,21.8,1004.2,0.9,0,2.3,100
30,77,8,28,104,22.7,1004.1,-5.3,0,6.5,200
23,76,6,21,97,21.9,1004.3,-11.1,0,7.6,100
30,158,4,16,106,19.9,1005.6,-10.4,0,6.2,100
35,372,2,16,95,18.2,1007.2,-12.8,0,9.9,100
49,539,2,15,92,16.4,1010.1,-8,0,7.1,100
30,281,2,15,88,15,1011.8,-7.2,0,7.3,100
20,194,2,15,83,13.8,1012.5,-8.2,0,7.1,100
27,150,2,14,86,12.8,1013.2,-6.8,0,4.2,100
29,145,2,13,86,12.2,1013.6,-5.3,0,5.6,100
33,100,2,15,81,11.5,1013.8,-6,0,1.9,200
29,72,2,17,76,10.9,1013.9,-7.4,0,5.1,200
30,36,2,16,78,10.4,1013.6,-7.8,0,2.5,100
24,30,2,17,77,10.1,1013.5,-7.2,0,4,200
29,41,2,NA,48,10,1013.5,-7.3,0,5.5,200
32,38,4,10,83,10.3,1013.7,-7.9,0,3.9,200
35,42,5,12,79,11.3,1013.7,-9.1,0,5.2,200
34,44,3,18,73,12.4,1013.3,-9.4,0,4.2,200
34,46,3,19,73,13.6,1013.2,-14.4,0,5.7,200
28,47,4,13,82,14.6,1013.3,-14.6,0,6.3,100
27,79,2,9,93,15.2,1013.1,-16.3,0,8.6,100
20,89,2,8,99,16,1012.7,-14.5,0,8.9,100
15,64,2,9,98,16.4,1012.6,-14.2,0,7.2,100
27,87,2,8,100,17,1012.6,-13.7,0,6.8,100
30,88,2,8,100,17,1013,-14.9,0,7.8,100
23,56,2,8,99,17.3,1012.9,-14.7,0,6.4,100
9,53,2,9,96,17.3,1013,-14.7,0,5,100
6,42,2,10,94,16.7,1013.1,-11.9,0,4.6,100
10,42,2,14,88,15.5,1013.7,-11.9,0,2.9,100
16,39,2,21,80,14.4,1014.1,-10.4,0,1,200
11,34,2,27,71,11.1,1014.6,-6.3,0,0.4,200
14,43,2,45,48,9.2,1014.9,-2.4,0,0.8,200
20,48,4,77,13,8.2,1014.8,-4.3,0,0.5,400
27,45,3,89,2,7.2,1014.5,-1.5,0,0,600
21,49,2,86,2,6.7,1014.1,-0.8,0,0.4,700
687,687,3,89,2,7.4,1014,-1.3,0,0.6,1100
288,288,5,85,2,6,1014,-1.6,0,1.2,1100
83,120,6,85,2,5.6,1014.4,-1.8,0,1.3,1000
71,119,5,80,2,6.3,1014.7,-2.6,0,1,700
41,82,5,75,2,10.1,1015.4,-7.2,0,1.8,400
32,62,3,64,8,12.3,1016.1,-10.1,0,3.6,200
24,48,2,31,53,13.6,1016.3,-10.3,0,2.7,200
21,29,2,17,76,14.2,1016.5,-11.3,0,2.2,100
22,27,2,7,89,15.5,1016.2,-10.3,0,1.1,100
23,24,2,7,97,16.7,1015.5,-10.1,0,2.7,100
17,19,2,8,105,17.7,1014.3,-11.1,0,3.3,100
14,19,2,10,108,18.6,1013,-12.5,0,1.1,100
343,343,2,10,112,19.9,1012,-11.5,0,4.1,100
NA,NA,NA,NA,NA,19.7,1011.2,-9.5,0,2.3,NA
NA,NA,NA,NA,NA,19.4,1010.8,-9.8,0,2.2,NA
NA,NA,NA,NA,NA,19.5,1010.2,-8.7,0,2.2,NA
NA,NA,NA,NA,NA,19.7,1010.1,-7.7,0,4.8,NA
NA,NA,NA,NA,NA,18.6,1010.3,-7,0,2.4,NA
NA,NA,NA,NA,NA,17.5,1010.8,-6.4,0,1,NA
NA,NA,NA,NA,NA,16.2,1011.3,-6.2,0,1.2,NA
NA,NA,NA,NA,NA,15.2,1011.3,-3.7,0,1.5,NA
NA,NA,NA,NA,NA,14.7,1010.9,-4.1,0,1.5,NA
NA,NA,NA,NA,NA,13.9,1010.7,-3.9,0,1.3,NA
NA,NA,NA,NA,NA,11.3,1010.2,-1.5,0,0.9,NA
NA,NA,NA,NA,NA,9.9,1009.3,-0.1,0,1.2,NA
NA,NA,NA,NA,NA,9.2,1008.6,0.6,0,1.6,NA
NA,NA,NA,NA,NA,9.3,1008.4,1.7,0,1.2,NA
NA,NA,NA,NA,NA,8.7,1008.1,1.4,0,1.3,NA
NA,NA,NA,NA,NA,8.3,1007.8,1.9,0,0.6,NA
NA,NA,NA,NA,NA,11.7,1007.3,1,0,1.3,NA
NA,NA,NA,NA,NA,12.9,1007.1,0.3,0,1.7,NA
NA,NA,NA,NA,NA,14.7,1006.5,1.6,0,1.4,NA
66,136,35,74,23,16.5,1005.9,1.7,0,1,900
68,119,41,56,53,17.8,1005.4,3.3,0,1.3,700
72,126,47,50,72,19,1004.3,3.2,0,2.1,700
79,153,49,46,91,20,1003.2,4.1,0,3.5,700
80,156,49,39,115,20.2,1002.3,3.4,0,1.7,700
85,156,49,41,125,20.4,1001.1,5.2,0,2.5,800
89,156,43,41,130,20.3,1000.3,4.7,0,2.4,800
96,170,43,41,142,20.1,999.6,5.3,0,1.9,900
100,169,42,43,142,19.6,999.2,5.6,0,1.5,1000
104,173,41,48,132,18.9,999.6,5.7,0,1.8,1100
103,182,39,51,121,18.4,1000.3,7.2,0,1,1200
108,196,39,58,99,18,999,7.1,0,2.4,1300
110,218,40,78,69,17.4,999.9,7.2,0,1.2,1400
125,224,45,102,39,16.3,999,9,0,4.2,1600
125,225,49,100,30,14.9,999.3,9.7,0.4,1.8,1800
126,230,17,105,8,14,999.6,11,0,0.7,2000
120,170,13,106,2,13.3,999,10.1,0,1,2400
130,147,20,102,2,12.6,998.7,10,0,0.9,2800
123,160,25,103,2,12.1,998.5,10,0,0.7,2800
128,154,22,NA,2,11.6,999.5,9.2,0,1.1,2700
129,140,19,92,2,12,1000,9,0,0.6,2800
132,154,16,91,2,14.8,1001.2,9.2,0,0.1,2800
145,225,18,100,2,17.2,1001.7,5.5,0,2,2600
130,191,32,97,16,19.2,1002,2.5,0,3.5,1800
97,178,29,NA,46,20.8,1002.2,-3.7,0,4.7,1100
26,34,2,14,100,21.6,1002.6,-4.5,0,2.7,200
14,50,2,10,110,22.7,1002.4,-3.6,0,4.3,100
18,69,2,12,112,23.7,1002.4,-3.6,0,5.4,100
22,84,4,12,119,24.4,1001.9,-4.9,0,2.8,100
23,72,5,14,125,24.9,1001.5,-4.5,0,2.6,100
13,66,4,15,125,25.2,1001.5,-6.3,0,3.8,100
19,61,2,15,123,24.7,1002.2,-7.8,0,4.2,100
9,31,2,14,119,25,1003,-7.5,0,2.4,100
9,35,2,16,110,23.1,1004.1,-6.9,0,1,100
16,35,2,23,103,20,1005.5,-3.7,0,1.8,100
16,53,2,39,78,18.9,1007.2,-3.9,0,2.1,300
19,79,2,52,60,17,1008.2,-1.7,0,1.4,300
21,65,2,46,61,15.2,1009.3,6.7,0,1.6,300
42,134,7,86,23,13.7,1009.8,8.5,0,0.9,500
78,191,11,66,57,14.6,1010.1,9.4,0,1.2,1000
92,122,16,48,81,13.4,1010.4,9.4,0,0.9,1000
112,130,18,62,52,12,1010.7,9.4,0,1.5,1100
104,121,15,66,39,11.1,1011,9.4,0,0.7,1200
126,132,9,91,7,10.5,1010.8,9.1,0,0.8,1200
115,144,5,100,2,11.2,1011.7,9.8,0,0.7,1200
123,149,5,95,2,12.7,1011.8,10.2,0,0.9,1300
132,147,6,96,2,16.1,1012,10.6,0,1.3,1300
145,160,15,102,7,17.9,1012.1,10,0,0.7,1700
106,106,33,66,74,20,1011.9,6.7,0,1.5,1700
81,85,27,42,111,21,1011.6,6.1,0,2.9,1000
64,68,21,32,128,21.6,1010.3,5.5,0,3.2,700
58,64,18,24,147,21.9,1009.5,5.3,0,4,600
46,62,17,18,159,22.4,1008.7,5.8,0,2.6,500
62,77,15,21,164,22.5,1008.2,4.5,0,3.5,500
73,80,17,19,176,22.3,1007.7,5.2,0,1.6,600
85,109,21,26,191,22.5,1007.3,3.6,0,2.5,600
72,94,23,28,197,21.6,1007.2,4.6,0,3,700
63,86,19,31,185,20.5,1007.4,4.1,0,3.9,600
70,126,22,54,138,19.6,1008.2,4.1,0,4.7,1000
63,125,23,57,125,18.7,1009.1,3.3,0,2.9,1100
62,112,22,59,106,18.3,1009.7,4.5,0,2.1,1000
57,104,27,62,93,18,1010.4,5.6,0,3.3,700
64,140,42,73,79,17.3,1010.6,5.6,0,2.7,900
65,109,35,62,88,17,1010.3,5.3,0,1.4,900
71,90,28,55,88,16.6,1010.7,5.8,0,1.4,900
57,84,24,53,84,16.2,1010.9,6,0,1.1,800
62,100,24,68,62,16.1,1010.5,5.7,0,1.1,800
68,107,17,81,41,16.3,1010.5,4.3,0,1.2,700
80,102,36,77,39,16.6,1010.6,3.3,0,1.7,1200
83,109,64,78,47,16.8,1010.6,3.5,0,3.2,2200
78,130,75,85,46,16.9,1011.2,4.2,0,2.8,2600
82,150,81,91,46,16.5,1011.4,6.3,0,3.3,2800
84,157,73,80,52,16.4,1011.6,7.6,0,3.9,2600
82,146,56,65,60,16.6,1011.8,7.8,0,3.4,2100
78,117,41,50,72,17.2,1011.5,8.3,0,3.4,1600
71,103,35,44,81,17.8,1011,8.1,0,3.2,1300
68,88,34,41,90,18.2,1010.4,7.3,0,2.9,1100
65,99,33,46,88,18.8,1009.7,6.9,0,1.8,1400
77,117,37,54,84,20.3,1009.6,4.7,0,3.6,1500
64,114,32,51,96,20.1,1009,2.4,0,3.1,1200
37,66,19,26,149,19.9,1008.7,1.8,0,4.3,500
38,76,13,27,144,19.2,1009.5,3.4,0,3.1,400
40,106,9,27,141,18.1,1010.9,4.3,0,3.6,400
42,127,11,31,127,17.2,1011.3,4.8,0,4.4,600
49,131,19,40,109,16.8,1011.3,5.1,0,4.1,900
50,118,25,40,108,16.5,1011.7,5.1,0,2.8,1100
51,94,24,34,111,15.9,1011.8,4.9,0,2.2,1000
52,90,24,34,101,15.8,1011.8,4.8,0,1.7,1100
48,80,24,37,86,15.7,1011.7,4.7,0,2.4,1200
43,78,25,45,73,15.4,1011.3,4.7,0,2.5,1100
30,75,26,46,70,14.9,1011.7,5.1,0,3.2,1000
39,75,25,NA,41,14.2,1011.9,5.3,0,1.2,1000
38,81,26,47,65,14.2,1012.2,5.3,0,1.8,1100
43,83,26,62,47,14.7,1012.6,4.9,0,2.3,1100
40,85,28,56,54,15.9,1012.9,6,0,3.1,1100
42,89,34,48,64,16.1,1012.8,6.8,0,3.2,1200
48,95,39,44,76,16.9,1013,6.7,0,2.5,1200
56,92,41,43,81,17.1,1013,6.9,0,2.4,1200
57,94,40,45,85,17.9,1012.9,7,0,2.6,1100
58,98,42,46,86,18.6,1012.5,6.7,0,2.3,1300
60,96,43,44,99,19.1,1011.8,6.6,0,1.2,1200
64,78,35,37,117,19.6,1010.9,6.7,0,1.3,1100
62,87,33,38,123,19.7,1010.5,6.8,0,2.1,1100
51,89,29,45,119,19.8,1010.4,6.2,0,1.4,1000
57,97,27,47,122,19.4,1010.1,6.1,0,2.1,1100
59,102,27,55,116,18.9,1010.3,6,0,2.1,1200
59,110,23,70,86,18.8,1011,4.2,0,2,1300
61,101,21,78,67,18,1011.5,2.3,0,1.6,1200
42,89,23,73,59,16.8,1012.5,5.1,0,2.5,1300
39,84,26,65,58,13.6,1012.6,8.2,0.4,1.6,1300
32,121,9,45,70,12,1012,9.4,1.1,2.3,1100
40,63,2,51,37,10.8,1011,9.2,2,2,1200
39,39,2,58,37,10.3,1009.5,8.9,1.8,1.4,1100
55,55,2,43,48,10.3,1008.3,9.2,1.4,2.1,1300
46,46,2,33,56,10.3,1007.2,9.2,2.5,2.2,1500
51,51,2,25,66,10.5,1006.6,9.6,1.6,2.1,1300
44,44,2,17,77,10.7,1005.6,9.8,1.8,2.6,1100
37,37,2,15,87,10.8,1005.2,10,1.8,2.3,800
33,33,2,19,80,10.9,1005.2,10.1,1.8,1.9,800
20,20,2,25,78,10.9,1005,10.1,4.2,1.5,700
20,20,2,23,81,10.9,1004.2,10,3.1,1.9,700
25,25,2,26,71,11.3,1003.3,10.2,2,3.5,800
15,15,2,20,92,11.6,1002.1,9.8,1.1,2.4,600
7,8,2,23,88,11.8,1001,9.9,0.6,1.4,700
14,14,2,23,94,11.7,1000,9.3,0.7,2.5,600
12,12,2,22,102,13.3,999.1,9.4,0.2,1.9,600
7,7,2,19,112,14,998.2,8.4,0,2.6,500
9,9,2,16,120,14,997.7,8.8,0,2,500
3,5,2,23,108,14,997.4,8.8,0.1,0.8,500
3,6,2,36,91,13.5,997.5,9.2,0,1.9,600
